0_men (110).JPG,126.3806,-97.8796,-87.9204,-38.5921,2.8986,-11.1611,11.8784,7.1707,-1.9833,-11.0062,-5.8652,9.1731,-1.7857,-1.4273,-11.5947,8.7505,-1.8557,3.4013,0.7521,3.4766,-0.1555,-0.0043,-1.7400,2.7908,-0.4428,0.9885,4.9292,-0.5692,-1.3999,-0.5206,-2.3702,2.1927,-1.4523,-0.1817,1.1417,-2.4990,-0.1578,-0.5952,-0.8693,0.2062,-0.7251,1.4857,-0.1524,-1.9604,0.0935,0.9929,0.5629,1.7651,-0.0797,1.2136,-0.9127,-1.0118,0
0_men (111).JPG,137.8380,-71.2133,-75.6674,-71.1922,7.0837,4.7156,-0.4652,13.2674,3.4649,-6.2337,-8.2421,-1.5058,0.8805,0.4260,-8.9600,1.0181,-1.7268,1.2578,-6.0941,-0.6588,0.3205,-0.0345,-2.0773,-0.6304,2.4898,1.3847,-0.7733,2.0073,-0.1632,0.9656,-0.8424,-0.1298,1.5176,-1.2294,-1.2170,-0.2428,0.8033,0.2347,0.4777,-1.3340,0.3363,-0.6171,-0.0784,0.6044,0.4542,0.2581,-1.0403,0.2868,-0.5645,-0.2812,-0.3770,-0.8000,0
0_men (112).JPG,158.5171,-49.1908,-62.4591,-61.1802,14.5120,-3.8711,6.4378,0.1335,2.1680,-5.5462,-9.7759,10.6584,3.3090,-0.6385,-13.1135,-7.3155,-2.3429,-1.8957,-5.9868,2.6490,0.3802,2.9104,-3.1652,-5.7421,-0.2796,0.0129,-2.4039,4.8136,0.6173,1.8476,-1.6538,-1.1522,1.4057,0.0379,0.4159,3.1610,0.6693,-0.1631,0.1512,-3.3926,1.4587,0.4264,-0.4358,2.6289,0.1088,-0.3592,-0.1773,-1.5224,0.2088,-0.1869,-1.4011,0.3419,0
0_men (113).JPG,-111.0089,-89.0130,-44.1996,79.1848,29.5438,4.4234,-24.9592,-14.0565,7.8609,-14.1513,-11.7682,-15.4375,0.5996,-0.9167,6.3650,3.6551,-0.1780,-1.0932,-7.6783,-4.4226,2.9534,0.1608,-1.6997,2.0931,-2.5517,-1.7597,-2.0662,-2.9225,-1.3655,0.3795,-0.6422,3.3928,-1.2551,-1.3632,-1.1187,0.5559,0.5938,1.3068,0.3861,0.9266,1.1811,0.5886,1.0715,0.0728,-1.1305,-0.4708,0.2773,-0.3945,-1.5131,-0.9949,0.1355,-1.2900,0
0_men (114).JPG,125.8337,-72.1926,-81.8645,-73.2047,9.9379,0.8445,9.4506,6.2696,3.3082,-5.4747,-7.6174,-3.3210,-0.3583,1.4499,-9.3795,1.3613,-0.9737,0.0684,-3.8530,-0.6493,2.2998,1.8609,-2.3542,1.2528,1.2662,0.5489,1.1921,1.8170,1.6460,0.5638,-1.3826,-0.3159,0.1830,-1.0456,-0.2043,-0.1818,1.0568,-0.5988,-0.3898,-1.5182,-0.1775,0.1319,-0.8003,0.6418,-0.0805,-0.0661,-0.5410,-0.0691,0.1574,0.2114,-1.0085,0.0697,0
0_men (115).JPG,-36.7357,-126.3031,-57.4627,27.8531,-26.9212,-36.5977,-35.3773,15.6537,-10.2304,9.6569,-1.8401,-6.3608,13.9398,-3.7602,-1.2897,-10.9209,-4.1776,-0.8691,-0.5057,-6.5050,5.6007,-0.1088,-5.2986,5.2688,0.2391,-1.2790,3.0821,3.2650,0.1523,2.0298,-1.4064,-2.5656,-0.7018,-0.4833,-0.5505,-1.6892,-0.6569,1.7628,-0.2528,1.8456,1.8508,-1.0191,-0.5154,-0.9030,-1.5865,-0.6428,1.1875,1.0698,-0.0196,0.3538,-1.8238,1.2737,0
0_men (116).JPG,-82.2192,-133.3088,-63.3614,63.0749,-9.2242,5.8147,-16.0449,-6.9091,9.3372,2.1767,-0.2723,-10.5411,-0.6115,-1.1940,-12.1017,1.7596,0.8656,1.8207,1.6929,2.8968,-3.5456,0.3022,-1.3345,-3.2731,-0.7276,-0.1780,-1.7583,1.5054,1.1545,-2.1461,-1.2834,1.0749,-0.0238,0.2627,-0.2776,-1.1723,-0.8040,1.8672,-0.4967,-0.3674,-0.3720,-1.1928,-0.1644,-0.6683,-0.1027,-1.0172,-0.7116,0.8805,0.6860,0.5355,-0.1326,-0.1350,0
0_men (117).JPG,-77.2060,-126.3632,-70.1850,74.8738,-6.2651,0.4474,-6.8249,-9.9181,9.4107,6.4319,-1.1577,-6.4819,-2.0984,-0.4978,-10.6473,-3.9287,-0.6940,1.4538,2.2461,4.4498,-2.2871,-2.1058,-0.5324,-1.1449,1.2239,0.9227,-2.9550,-0.0563,0.2406,-0.2160,-0.5370,-1.2023,-1.6772,-1.5584,0.4874,-0.5315,-0.0617,0.3797,-1.1565,1.1059,0.7856,-0.3759,-1.0383,-1.3851,-0.5436,-0.0977,0.2990,-0.0194,-0.4621,-0.1194,0.0290,0.5244,0
0_men (118).JPG,-51.7337,-109.2729,-48.5301,10.3925,-24.2733,-50.7192,-29.1118,25.9522,-13.4718,17.6666,-3.5864,-11.7698,18.6095,-5.9526,-3.6524,-3.2649,-4.2119,1.4609,-7.6374,-2.5068,4.5880,0.5245,-6.6649,2.5051,-3.0422,-0.2980,0.5818,-1.0894,-0.0847,0.4609,6.4981,-0.5471,0.0288,-1.7848,-3.2124,0.1575,-1.0207,1.9460,-2.4768,3.1070,2.3627,-1.5448,-1.3182,-0.8367,-0.2612,0.5901,-0.5257,0.2756,-1.7808,0.5081,-0.3461,-1.3780,0
0_men (119).JPG,155.9122,-35.4387,-39.9698,-77.2685,9.2263,-14.2931,-12.8730,26.4471,11.4044,-1.6665,-5.3188,-11.2722,-1.2247,-4.1361,-8.8732,-4.6496,1.8838,-0.2773,-3.1026,0.8612,-3.0496,2.9502,-6.0551,0.3546,0.1686,-0.5814,-3.3172,-0.2869,0.3181,0.4302,1.0750,0.7384,2.0347,0.8413,-1.1388,0.4891,0.1576,0.8643,-0.3249,1.3854,1.0738,0.2434,0.2219,-0.0172,0.1915,-0.0506,-0.7783,0.4542,0.3409,-0.2385,-0.7330,-0.6253,0
0_men (12).JPG,-46.6819,-106.8396,-82.1978,21.9923,-24.2354,-19.9035,-45.3901,11.0621,-3.5177,0.3377,-5.0725,0.9296,-1.9282,2.2723,-1.4252,-5.0137,3.7217,-5.2114,-5.6693,-3.2876,0.4373,0.9280,-1.1910,3.2335,-3.3933,-2.4042,1.0293,2.8283,0.3880,0.0573,0.2146,-2.4179,-0.5820,0.3622,-1.1297,-0.1599,-1.3390,-1.2119,-0.5396,-0.8799,2.3635,0.6127,-0.3012,0.6828,-1.5834,-0.9858,-0.1816,0.0130,-0.1928,-1.2523,0.3755,-1.0202,0
0_men (120).JPG,128.0108,58.8971,0.7445,-78.1170,37.9135,-46.5798,-54.0876,-5.2910,-12.4785,16.8218,5.2329,8.4102,0.0521,-21.4069,-2.6890,-7.9326,11.6877,-2.0631,-3.5074,0.0961,-7.6046,5.6336,-9.3979,-2.0769,-1.7554,-7.2239,-2.3574,-0.4942,1.4077,2.0333,-2.2348,-0.2089,-2.1711,1.0142,-1.3395,0.8269,0.8715,-0.9696,-2.2371,-0.3819,-0.5943,0.3517,1.2829,1.2392,-0.2883,-0.2460,-1.0269,0.3329,1.5639,-0.0457,-0.6542,1.5995,0
0_men (121).JPG,-77.5193,-146.8300,-52.1432,52.0292,-17.4679,2.6960,-19.4401,-0.8506,7.2841,-5.6771,-8.7058,-17.5643,6.4026,-5.0665,-11.4319,-3.3642,-2.4830,0.9139,3.8738,7.5640,2.5829,0.2600,0.2740,-2.8384,0.8042,2.1982,-2.4286,0.4212,-1.4298,2.0805,-0.2494,2.2825,-0.2510,-2.7513,-1.1635,-0.4166,-0.6624,0.9513,0.7076,-1.9341,0.8359,0.9426,-1.1117,2.5727,-1.1460,-1.8190,-1.8158,-0.0003,0.1139,0.2744,0.2795,-1.5739,0
0_men (122).JPG,-25.5630,-105.3949,-88.5158,43.4609,-35.5633,-31.1927,-22.5118,6.4317,-1.5757,1.8605,-0.7536,-4.1697,6.0262,5.4281,-3.9982,-4.2129,0.9147,-6.0617,-6.8694,-5.1460,4.6794,3.1251,-3.4099,2.9321,-2.2738,1.6625,-0.2105,4.5630,-0.4137,-2.0631,1.8647,-0.6845,-1.7817,2.0370,-1.6065,-0.9289,-1.2681,-0.4737,-0.6663,0.4338,1.6788,0.4898,-1.2683,0.7758,-1.4716,-0.4465,-0.5570,-1.4927,-0.5476,-1.2777,-0.5655,1.3558,0
0_men (123).JPG,-62.6282,-131.4270,-78.5984,51.6293,-4.8942,3.1300,-13.2847,-6.3651,5.8372,1.9032,2.4524,-12.2521,-0.5777,-0.3537,-9.1411,2.9108,1.7378,-1.3433,-0.3237,3.7598,-1.4346,-0.5938,1.3211,-2.4008,-1.6068,2.1345,-1.3216,-0.2671,1.1073,-1.3892,0.0455,-1.2073,-0.0618,-0.5648,-1.0730,0.7166,-0.2220,0.6602,0.0441,-0.6780,0.1115,0.0241,0.4032,-0.6584,0.0729,-0.0877,-1.1672,0.5604,0.3615,0.0062,-0.0210,0.0821,0
0_men (124).JPG,-56.1064,-118.4973,-106.2650,58.4016,-7.3217,-7.8406,-3.0722,-8.2340,0.3592,3.5887,0.8158,-5.2473,3.3146,-2.1069,-7.8848,-3.9905,2.0475,4.4070,-4.2611,3.4758,-1.3457,-3.1917,2.1564,0.5766,-1.2701,0.8219,-1.3084,1.1401,-0.3319,1.8671,-0.4926,-1.7150,-0.4014,-0.8212,-0.8698,-0.6659,-0.3254,-0.7702,-1.3580,0.8720,0.3836,-0.2026,0.1101,-0.2500,-0.8883,-0.0737,0.2125,-0.5696,0.4146,-0.0544,-0.5741,0.1705,0
0_men (125).JPG,103.2898,-101.8878,-77.1314,-32.5659,-6.4922,6.9403,-15.2153,-0.4781,-5.4997,-5.1845,-7.9028,7.2488,1.6349,2.0933,1.0938,-7.2948,0.7024,2.4035,-0.0272,4.1416,1.0982,1.8907,-3.0259,-1.4446,1.4623,-0.6916,2.2888,-2.0230,2.1076,0.6061,-0.7701,0.4448,-0.3594,1.1206,-1.1556,0.1927,1.1702,-0.2930,-0.9038,0.3299,1.0642,0.6813,-0.4603,-0.1424,0.4004,-0.3899,-0.8654,0.3208,0.9629,-0.3055,-0.6871,-0.0493,0
0_men (126).JPG,140.2913,-47.2605,-71.8215,-68.1682,0.5169,2.2852,-0.6674,13.1560,6.3152,-8.6626,-7.3936,-9.5342,-0.5269,-3.0477,-2.5913,-3.1725,1.0346,-0.6087,-3.9708,1.3056,-0.7651,0.8045,-2.7102,0.1254,1.2059,0.2018,-2.2086,1.0037,0.9716,0.8131,0.1113,1.2800,1.7818,0.3913,-0.7525,0.2005,0.5976,0.5728,-0.2230,0.8718,0.9356,-0.1050,-0.2743,-0.6699,-0.0374,-0.0099,-0.6446,-0.2825,0.1039,-0.5751,-0.4767,-0.4742,0
0_men (127).JPG,-92.6268,-124.0909,-55.4544,35.9660,-2.8989,-12.1375,-19.9713,12.7217,1.6828,-0.1514,1.1971,-20.9337,5.5545,1.1466,-7.0122,-4.1303,1.4053,-1.5664,-0.0870,6.6195,-1.1482,-0.4027,1.4862,0.4314,0.0826,1.3072,-1.6924,-2.1181,0.7586,0.4376,1.6224,1.1613,-0.3786,0.2602,-1.9348,-0.7306,-0.5767,-0.7471,-0.1122,1.2124,-0.8149,0.4779,0.5606,-0.4933,0.5147,0.1004,-1.0115,-0.6700,-0.0704,-0.6585,0.3154,0.9022,0
0_men (128).JPG,-63.3112,-131.3721,-66.7685,41.8028,-2.7182,1.2584,-9.2859,-12.2574,9.6966,2.8088,1.0770,-12.0212,0.8285,-0.2084,-8.2083,2.1146,0.9761,0.9297,1.2362,4.9501,-1.4461,-0.9941,1.0743,-1.4977,-0.0644,1.2940,-1.4932,1.5661,0.6476,-0.3233,-1.4468,0.2172,-0.8831,-0.4180,0.7157,0.2804,-0.7602,0.6102,-0.5945,0.2392,0.7602,-0.1148,-0.3217,-0.6973,-0.3264,-0.3183,-0.7331,0.0932,0.0622,0.0172,0.3162,0.5225,0
0_men (129).JPG,85.4408,-124.5956,-78.5743,-39.0156,-2.4632,3.7011,-9.4091,1.6642,-7.6749,-1.6441,-4.4958,9.6400,0.5461,0.7384,-3.5939,-6.8022,0.9164,-0.5401,5.5368,-0.6389,1.9484,1.3458,-1.6216,0.3457,-1.4922,1.0347,-1.5279,-1.5791,1.0694,-0.6032,-1.3416,-0.4094,1.6017,1.0256,0.0067,-0.3778,0.1163,-0.1623,-1.0443,0.4565,0.5607,-0.8383,-1.5010,0.1942,-0.0850,-0.2560,-0.1030,-0.0835,0.1271,-0.0523,-0.8221,1.0612,0
0_men (13).JPG,-50.4202,-145.3951,-72.6803,42.9125,-3.9816,-2.0004,-6.2368,8.3043,3.8484,5.3396,2.9906,-14.8102,-1.5929,-0.0212,-0.3626,-0.7901,2.4548,-0.0618,-3.8986,4.8992,0.0777,-1.5830,1.7986,-1.0870,-1.7595,1.2668,0.1359,-0.6485,-0.2791,1.1173,0.5682,0.6302,1.1000,-1.2533,-1.9760,0.0837,-0.2961,0.6319,-0.2537,-0.0073,-0.5203,0.4269,0.8013,0.5223,-1.1669,-0.2473,-0.4959,-1.0022,0.2983,-0.7942,-0.4914,0.1448,0
0_men (130).JPG,-39.8280,-139.6869,-82.7550,21.4271,-1.8800,2.4171,-10.0587,-8.9209,6.9158,3.6308,4.4622,-12.3447,0.9299,0.2233,-7.1186,1.9705,1.0810,0.0704,-2.0258,4.3437,0.2299,-1.8004,4.0951,0.7986,-1.2619,1.3177,-1.7721,-0.4371,0.2929,1.2970,-0.7608,-0.3896,0.0674,-1.2002,-0.9189,-0.0332,-0.5110,-0.1937,-0.1836,1.2423,0.3055,0.1221,-0.0521,-0.5385,0.3924,0.0711,0.0980,-0.5959,-0.1026,0.2824,-0.9931,0.6662,0
0_men (131).JPG,-11.1944,-153.6364,-83.8656,3.5157,-1.3689,0.9629,-0.2832,-5.3212,2.2212,5.1034,13.5013,-5.4310,0.7957,0.7395,-2.1846,-5.0171,1.0377,2.7761,-4.7393,1.9976,1.8867,-0.4122,0.7486,2.7450,-1.5538,-1.4438,-1.8376,0.9714,-1.3585,0.4850,0.4879,0.0240,0.6808,-0.0827,0.1560,-0.2624,0.9093,-0.1074,-0.4649,-0.7004,-0.0334,0.5051,0.1700,0.5802,-0.2056,0.0318,0.0713,0.9809,-0.7099,-0.3493,0.1544,-0.8431,0
0_men (132).JPG,112.6507,-130.3050,-64.1528,-48.0583,2.0270,6.2671,-20.0727,-0.4369,-10.5257,-6.2941,-5.6052,15.1903,1.1158,1.5434,-3.1027,-8.6882,1.9115,1.5124,2.3485,3.5283,1.4982,1.0061,-2.5912,2.6682,-0.1019,-0.8848,-0.7772,-3.3105,0.7635,-1.6304,-1.8524,0.8092,-0.0162,0.5984,-1.6998,0.5296,-0.5783,-1.2769,0.4171,0.0750,0.7199,-0.8157,-0.1426,-0.7173,-0.7638,-0.0372,-0.1810,0.4728,-0.8452,-0.4412,-0.0389,0.3490,0
0_men (133).JPG,47.0643,-144.7462,-84.2656,-3.5437,2.6085,1.3753,-8.6922,8.1608,-8.9955,2.6930,9.5826,10.5207,-2.4398,1.3224,-7.7740,2.2511,-0.3349,0.9058,1.5581,-3.3363,0.6982,-2.0858,2.0173,-1.2079,0.3659,0.7122,-1.9133,0.0366,-1.2433,1.3785,-0.4447,-0.3742,0.1906,-0.7853,-0.3523,-0.3670,1.0293,-0.3351,-0.8457,0.1981,-0.4219,0.1307,0.7382,0.1941,-0.5113,-0.0211,-0.8941,0.6724,-0.1422,0.0984,-0.2053,-0.0837,0
0_men (134).JPG,-72.5379,-136.3899,-64.9401,39.0347,-2.2550,5.2666,-11.0506,-10.6735,8.6108,0.3314,-5.0595,-18.5542,1.1641,-1.5482,-4.3510,3.6912,2.0073,-0.0238,-0.2781,5.3532,-0.4433,0.3739,0.6829,-4.1396,-0.3434,1.4176,-0.9074,2.3542,0.8318,-1.7253,-0.5590,1.1931,-0.2403,0.2566,-0.0651,0.2049,-0.0529,1.8401,-0.5689,-0.2348,-0.4113,-0.6581,-0.3476,-0.3885,-0.3978,-0.7451,-0.8111,1.0398,0.4636,0.0135,-0.1975,-0.2142,0
0_men (135).JPG,-83.7675,-131.7671,-55.4005,43.1291,-13.2371,-27.2998,-31.4446,3.2423,0.4529,1.9088,-0.0859,-12.2833,7.1757,2.5881,-4.0921,-10.9041,3.7976,-0.9859,-4.8832,1.9340,1.6258,0.1322,-3.1322,4.0804,-2.3545,1.3602,0.9151,0.8694,0.3906,0.9006,1.8933,-1.5900,-1.2501,0.3463,-3.9418,0.8490,0.3719,-1.2837,-0.6025,1.6916,-0.1696,-0.1000,-1.1957,-0.0354,0.3315,0.0225,1.2986,-0.6868,-0.9139,0.3753,-1.8916,-1.3853,0
0_men (136).JPG,57.5650,-134.7482,-78.5625,-12.4033,5.8676,-13.1372,-15.5235,0.8026,-9.1372,1.1300,5.2702,17.9327,-2.3826,-0.0745,-4.2515,2.6869,-2.4112,3.1286,-2.9233,-3.5249,2.1423,-0.9512,4.4632,1.0372,0.2111,-0.0396,-1.5298,0.2242,-1.2838,0.2269,-1.3488,-2.2783,-1.4829,0.1085,-0.4180,0.7450,1.6582,-0.2199,0.3348,-0.3480,0.3199,0.1037,0.0000,0.0419,-0.0383,-0.1806,-1.0331,0.5546,-0.2449,0.3725,-0.0943,0.2750,0
0_men (137).JPG,-92.9853,-115.1447,-37.4828,45.7582,-23.1498,-40.2141,-29.4285,12.7066,-4.8569,-7.5982,-5.9094,-6.3616,0.4769,-1.7921,-8.7579,-11.9673,6.8823,3.2263,-2.8605,-10.0554,1.2238,1.5733,-1.2201,-1.0978,0.7756,-2.5316,-1.5214,5.1969,2.7284,-1.8646,0.5213,1.0239,-2.4246,1.4546,-3.6712,-1.5527,0.8730,1.9438,2.8975,0.8851,0.3074,0.5350,0.8085,-1.0122,0.9930,-0.9772,-1.4709,0.3939,-1.5892,-0.7995,-2.4329,2.4014,0
0_men (138).JPG,77.6974,-127.1730,-67.1636,-48.8554,8.0586,3.2883,-8.3832,7.3275,-5.9760,2.9000,-2.4099,10.8862,6.3042,-2.2412,-5.2758,-5.3723,2.2462,-4.0852,5.4966,-2.8476,-0.3699,-3.4108,0.6215,2.2686,-2.6931,0.4964,-2.5452,1.3213,-2.4947,0.3649,0.2859,-0.0139,0.7512,0.9673,0.9379,-0.0532,-0.0493,1.6983,-0.1480,-0.3167,0.0889,0.3707,-0.5755,0.2643,1.1477,0.1724,-0.1619,-0.6865,0.8831,0.2934,-0.4356,-0.0548,0
0_men (139).JPG,71.3618,-122.3572,-87.6759,-38.2333,7.7055,-7.1491,-12.6556,-2.7082,-6.3597,2.7786,-1.5519,8.7672,0.6556,2.4565,-7.7900,0.4756,1.8769,-2.5918,1.0514,-6.0353,2.0162,-3.4723,4.3850,-0.6276,1.6230,-0.0154,-1.9327,0.9688,-2.2962,-0.0735,-0.5689,0.8873,-0.3213,0.5412,-0.4474,-0.1839,0.1788,-0.2592,0.1415,-0.6655,-0.2598,0.6121,0.4638,0.1357,-0.2926,1.3513,-1.1039,0.7761,0.5697,0.2052,-1.0513,-0.0636,0
0_men (14).JPG,-63.2172,-143.4413,-64.1068,42.9477,-10.0192,-6.3244,-22.6123,2.1801,6.4965,10.7323,-3.1249,-12.6842,-0.2064,-4.0343,-3.6627,-5.0436,2.4990,-3.8399,-5.0296,8.7840,1.0817,1.0204,1.3719,-0.6791,0.6309,2.9052,-0.3407,-1.9056,-2.8483,1.8240,-1.9832,0.1094,-1.4041,-1.9157,-0.3175,1.1144,0.7365,-2.0498,-0.7357,-0.3588,0.1426,0.3355,-0.7502,-1.4112,1.4461,1.0362,0.0906,0.3453,-0.6085,-0.1526,-0.6129,0.0380,0
